loss,params:bagging_fraction,params:bagging_freq,params:boosting_type,params:learning_rate,params:max_depth,params:num_boost_round,params:objective,status
0.2006530130565909,0.7266409683041658,4,rf,0.010813929380508553,27,500,binary,ok
0.19955517123631739,0.5731927993790715,11,rf,0.03443560256040207,7,150,binary,ok
0.20077648177914098,0.6794248751911931,18,rf,0.006114900879216385,14,200,binary,ok
0.20123510006690593,0.6440173312454063,19,rf,0.03447753487131953,15,100,binary,ok
0.20346497150670995,0.8455290951115421,15,rf,0.02224052060624409,21,200,binary,ok
0.2006772154611407,0.6539100399866398,20,rf,0.054253834704313705,6,150,binary,ok
0.2022984890027315,0.9104299393269601,2,rf,0.023462817463115817,6,200,binary,ok
0.19947657154392784,0.5321478920777403,13,rf,0.013710463435253123,24,300,binary,ok
0.20143092467486434,0.8001171327017884,3,rf,0.08348691785506011,8,500,binary,ok
0.19887801493177448,0.6176100905307353,3,rf,0.03334942735785801,18,300,binary,ok
0.20233110551473155,0.8081268304291569,17,rf,0.0013360375734064664,23,200,binary,ok
0.20091538307599854,0.6473779286345305,20,rf,0.0016959216657313032,16,300,binary,ok
0.20225106381078606,0.7799105034501382,8,rf,0.0017716507159775414,8,300,binary,ok
0.20056350904187425,0.6043285587426398,16,rf,0.06571745361640799,30,500,binary,ok
0.20155649858550106,0.80643271557313,6,rf,0.01876812148942513,29,200,binary,ok
0.19890197616376482,0.5310899877898897,11,rf,0.004544416058034965,7,200,binary,ok
0.1981649975542975,0.5227072942963443,4,rf,0.0019136450211213899,28,300,binary,ok
0.20005262478841168,0.6904101198556829,15,rf,0.022669672552931,22,500,binary,ok
0.19889543723364989,0.6002048349912287,16,rf,0.009529541320357379,23,500,binary,ok
0.19858047503689547,0.5157728027076555,17,rf,0.003355662577890584,20,300,binary,ok
0.20761165997560782,0.9893024221562206,8,rf,0.003113825287822884,12,300,binary,ok
0.1985711107641297,0.5005653559693467,8,rf,0.0010059970007755372,26,300,binary,ok
0.19963778689438616,0.5610808945925525,7,rf,0.0010411489029256437,27,100,binary,ok
0.19830990200681453,0.510910127937049,5,rf,0.0022593425020201044,26,300,binary,ok
0.1982200394455097,0.5032880255053097,5,rf,0.002342032912542005,29,300,binary,ok
0.19792413773461803,0.5582495411691132,1,rf,0.005536772888627463,30,300,binary,ok
0.19912291468012222,0.5638325846132809,2,rf,0.006304339479867176,29,100,binary,ok
0.20087702298119836,0.7166069485841672,2,rf,0.006098415166260265,19,150,binary,ok
0.2008490345149787,0.758963496592798,1,rf,0.008373546893156062,25,300,binary,ok
0.2033334120905721,0.8996778066810092,10,rf,0.003486876499738524,27,300,binary,ok
0.1992248602579133,0.5727330565545183,4,rf,0.013188787415283,11,150,binary,ok
0.2003806434813079,0.7209061486810298,1,rf,0.004392668573319461,28,300,binary,ok
0.2020730152123681,0.6831977034801454,10,rf,0.0024799383698293504,30,100,binary,ok
0.199418408134867,0.5467458151117578,4,rf,0.0013374623825323263,25,150,binary,ok
0.1988643284485403,0.6229398868165887,6,rf,0.004687526880490874,17,300,binary,ok
0.20047203426867188,0.5836209275248178,13,rf,0.008536779542381126,21,100,binary,ok
0.19982407943813607,0.6619861242891975,3,rf,0.006106259215849412,12,300,binary,ok
0.2055714577321277,0.9683224546341311,9,rf,0.01226437934116443,14,150,binary,ok
0.20051829215675043,0.7429181216920736,1,rf,0.016177884168913255,28,500,binary,ok
0.20472454260491146,0.8598412898445054,13,rf,0.0016022674080057816,24,300,binary,ok
0.19966137713228926,0.6274366089991863,4,rf,0.034166888302732304,21,300,binary,ok
0.1994656505998188,0.5343130540721874,12,rf,0.007236106062727627,19,200,binary,ok
0.2000239486084162,0.5894411496335658,6,rf,0.0013091750621616468,30,100,binary,ok
0.2002189147146618,0.697348137834703,3,rf,0.0029130051716026815,23,300,binary,ok
0.2009051234113749,0.6537097928172946,5,rf,0.04582501526217486,28,200,binary,ok
0.20166367545621944,0.8370399946380436,7,rf,0.0020257797909428005,15,500,binary,ok
0.1984673173014636,0.547712568656069,2,rf,0.004090163463739071,25,150,binary,ok
0.19934391673982832,0.6094610637274214,9,rf,0.02718249858625141,22,300,binary,ok
0.20557871824313345,0.9455143741051779,19,rf,0.010592172946986844,9,300,binary,ok
0.19930882941322559,0.6362410244029479,2,rf,0.005519238920776213,26,200,binary,ok
0.1991928973459468,0.6645296332484298,7,rf,0.017475670535232586,18,500,binary,ok
0.19865758298351854,0.5225351188827959,12,rf,0.0027252104143002296,24,300,binary,ok
0.20134931659405908,0.7839838412197622,3,rf,0.08828310606614073,29,300,binary,ok
0.19983113833437915,0.5522807200715484,5,rf,0.0036681732684984976,17,100,binary,ok
0.20077040198478802,0.5885202223134598,15,rf,0.0012452693686283017,27,200,binary,ok
0.20024916449307117,0.7048932626316085,6,rf,0.001913630845289554,22,500,binary,ok
0.20173650246275043,0.7431964082949706,14,rf,0.005337243986169286,30,300,binary,ok
0.19862442597660512,0.5086449659372619,9,rf,0.0016608131020135735,20,150,binary,ok
0.1998731689846872,0.671057336153345,3,rf,0.007768124308778581,10,300,binary,ok
0.20159496745569971,0.8280335170266258,1,rf,0.026467232585984414,16,300,binary,ok
0.20245908283185177,0.8905061057610248,4,rf,0.0011567611953782959,27,100,binary,ok
0.19791410354349515,0.5360194288456244,2,rf,0.001533859100280964,14,300,binary,ok
0.2074557163024352,0.7703726753664779,18,rf,0.0014642373055363221,5,200,binary,ok
0.19904721263111413,0.5998906481003357,11,rf,0.058441319927705467,13,500,binary,ok
0.1981229248366767,0.6355445413448497,1,rf,0.04304411006095128,7,300,binary,ok
0.19711301126066616,0.5718650805462565,2,rf,0.04131362729429451,7,300,binary,ok
0.2013058513944661,0.5720728398827686,2,rf,0.07127291157370967,5,300,binary,ok
0.19578561214909562,0.5007548070451577,2,rf,0.015108753451492058,6,300,binary,ok
0.196119813903322,0.539538057902801,2,rf,0.097498568602059,6,300,binary,ok
0.19619901955632335,0.5080489661614198,5,rf,0.038830546480894394,6,300,binary,ok
0.1963712694908376,0.5163934849839245,7,rf,0.07708784722576108,6,300,binary,ok
0.1979439945904664,0.5049026295996484,5,rf,0.0980732907544618,8,300,binary,ok
0.1996185795384412,0.5012249567088701,8,rf,0.021319772193938154,9,150,binary,ok
0.1958731059256108,0.5369804659865925,3,rf,0.050264699568386736,6,300,binary,ok
0.19890824889417769,0.6164154231455413,3,rf,0.05064771281353915,11,300,binary,ok
0.1998384068880008,0.5374929911904911,4,rf,0.061471801790758174,9,100,binary,ok
0.1972057672602211,0.5959102121117082,6,rf,0.09441751107191758,6,300,binary,ok
0.19800697082745566,0.5614536423819168,1,rf,0.029325985272948944,8,300,binary,ok
0.19908423667156805,0.5802657406649491,4,rf,0.015284432799294428,10,150,binary,ok
0.20321860592643448,0.6452098723008989,3,rf,0.020098961259792117,5,200,binary,ok
0.19825495797218629,0.524344944313938,10,rf,0.04997397001486478,12,500,binary,ok
0.19918483981285096,0.6772317589730874,7,rf,0.03153261756152434,7,300,binary,ok
0.1998944469336772,0.6058384903170065,8,rf,0.03650522898719499,13,300,binary,ok
0.19870839573887888,0.54957373599366,1,rf,0.01233470641166147,10,100,binary,ok
0.20294231587746125,0.8599564805539478,6,rf,0.07459685415521161,11,300,binary,ok
0.20217370613656283,0.7316365520676972,16,rf,0.06797492892570695,6,150,binary,ok
0.20392949056546028,0.9214219662826264,4,rf,0.023817219120447954,8,300,binary,ok
0.1994955046247866,0.6294591696240789,2,rf,0.014927853975249556,15,200,binary,ok
0.19910550023609297,0.6170086134583868,5,rf,0.08471584090728913,9,500,binary,ok
0.2020268374638844,0.5254272206715421,9,rf,0.009891023670516036,5,300,binary,ok
0.1987212327021236,0.5388790364037762,14,rf,0.018346373957409394,13,300,binary,ok
0.20035676557231896,0.6878643675393321,3,rf,0.024159531518268877,12,100,binary,ok
0.20739360407464258,0.986076230199607,3,rf,0.05766844133911198,11,300,binary,ok
0.1976910750205776,0.5627407478007733,2,rf,0.046260944910270774,7,150,binary,ok
0.199374421868885,0.6551006661430471,1,rf,0.03157864366912116,10,200,binary,ok
0.19892786562395948,0.705269535594644,12,rf,0.07954922408735139,6,300,binary,ok
0.19761714475992598,0.516544925118306,6,rf,0.009231549420172378,8,500,binary,ok
0.19916700017054134,0.5908025871356233,17,rf,0.006990953593996726,7,300,binary,ok
0.19885508214403258,0.5819372850322322,4,rf,0.010941551977714216,15,300,binary,ok
0.20233756728800467,0.7935525177101806,5,rf,0.05223546676297493,16,100,binary,ok
0.20654175958247734,0.8125693713359569,8,rf,0.027180409463196168,5,300,binary,ok
0.20069021830073774,0.5436286476044715,20,rf,0.06469817535903959,9,200,binary,ok
0.20094014573494468,0.760977831034824,1,rf,0.09115553408013673,14,300,binary,ok
0.20197980053818088,0.7324211237640985,7,rf,0.013196428075593094,10,150,binary,ok
0.19727162949681476,0.608369116987684,2,rf,0.03658366239327594,6,500,binary,ok
0.1979557631646619,0.5549321602717046,5,rf,0.020540750909392124,7,300,binary,ok
0.19870868848908696,0.5676865539032356,6,rf,0.044822329808387774,11,300,binary,ok
0.20428069598816012,0.6376610425698293,3,rf,0.01713953204219499,5,100,binary,ok
0.19862555159105588,0.5281510837867999,11,rf,0.09961561293041883,8,300,binary,ok
0.19834088727702148,0.5007354083979958,4,rf,0.014128239995191815,17,300,binary,ok
0.1992335450896463,0.5780673486205817,14,rf,0.03881141070461404,19,200,binary,ok
0.20042987493845432,0.6675187411441479,3,rf,0.005080400965618004,13,150,binary,ok
0.20028416751836797,0.6989611911687759,19,rf,0.006537936487850521,18,500,binary,ok
0.2007509723926869,0.7150092272068126,10,rf,0.011301115018687089,9,300,binary,ok
0.19942082387337534,0.6539189346991248,2,rf,0.0294669079653409,12,300,binary,ok
0.2001989969641519,0.6234448700501198,9,rf,0.055898932395425885,8,100,binary,ok
0.20195646010521795,0.8871321355109656,1,rf,0.0038558219980460934,6,300,binary,ok
0.1982039592101298,0.5176054143571681,4,rf,0.003230285144097133,14,300,binary,ok
0.2020489089426709,0.5011505712632178,8,rf,0.008340176164650812,5,200,binary,ok
0.1998162057426699,0.5939545588518942,7,rf,0.02470181668665809,10,150,binary,ok
0.1969690299784096,0.5533369084664734,2,rf,0.01926731228999123,7,500,binary,ok
0.19953306489610256,0.6758283555703266,6,rf,0.06418305107722172,11,300,binary,ok
0.2044461227445432,0.9542446317617279,5,rf,0.021852926082321367,9,300,binary,ok
0.197397400647492,0.5314028224926755,1,rf,0.048512383826304385,7,100,binary,ok
0.19764166234573832,0.5093885787507502,3,rf,0.07201268174276534,13,300,binary,ok
0.196362162560748,0.5436237496358451,2,rf,0.03484626617582078,6,300,binary,ok
0.20137647326297525,0.6033222274939765,13,rf,0.040108435361150725,16,150,binary,ok
0.20048997629138743,0.6390135506074839,4,rf,0.004491590432378474,20,200,binary,ok
0.1980455442297514,0.5687673850262196,3,rf,0.0832614450968962,8,500,binary,ok
0.2009745944426008,0.7612147073051758,1,rf,0.030171164869739586,12,300,binary,ok
0.20265935143781577,0.6145524021801151,7,rf,0.0025440169671500077,5,300,binary,ok
0.20404651434675325,0.8155452148291281,18,rf,0.011876945642173025,23,100,binary,ok
0.20296818015218132,0.8714704326723426,5,rf,0.0159871674094442,9,300,binary,ok
0.19911393759846285,0.55951923549846,12,rf,0.009001925608734147,15,300,binary,ok
0.1994016308565466,0.5853605401771264,8,rf,0.0993307890903584,10,200,binary,ok
0.20035245776354793,0.6468478635748552,11,rf,0.060262908570769456,6,150,binary,ok
0.20366412448745663,0.9177176604927931,9,rf,0.026091165657097286,11,500,binary,ok
0.20134286708296179,0.5331900180294783,4,rf,0.05396980166408221,5,300,binary,ok
0.1994067949977768,0.6824774398755417,2,rf,0.007667082650181492,8,300,binary,ok
0.19793930633145995,0.6266073084182784,1,rf,0.010122601334450136,7,300,binary,ok
0.1991553928111337,0.5150568100874984,6,rf,0.03357242873183297,14,100,binary,ok
0.20275459792966954,0.8331470916454498,10,rf,0.005892114437032503,12,300,binary,ok
0.20060622959908736,0.7479299057265671,5,rf,0.04332250728832734,6,200,binary,ok
0.198107851014388,0.5453885886320803,15,rf,0.017691027184391604,7,500,binary,ok
0.19971479490910993,0.6586468691819112,3,rf,0.002192554313558128,22,150,binary,ok
0.20067245434629088,0.5093891343407063,2,rf,0.07669836137875184,5,300,binary,ok
0.19747093912297353,0.5231290789687538,3,rf,0.08859137348058062,8,300,binary,ok
0.1981544688143092,0.5027132060449021,5,rf,0.036366961981126836,9,300,binary,ok
0.19734142430944257,0.575181830520494,4,rf,0.06641139148720439,6,300,binary,ok
0.19864075073286358,0.5960588855975089,1,rf,0.047811012463916926,10,300,binary,ok
0.19614769350702643,0.5367742292826003,2,rf,0.02203123098092639,6,300,binary,ok
0.19687215820576842,0.5001543105460872,2,rf,0.023022742449735782,7,300,binary,ok
0.20121568868594197,0.5660504723981948,1,rf,0.013611556638009607,5,300,binary,ok
0.19823161279658674,0.5511576239330882,3,rf,0.01516639529043343,9,300,binary,ok
0.19761658323600806,0.53958189790999,1,rf,0.019189840771138663,8,300,binary,ok
0.19744147287946612,0.5835964325655411,4,rf,0.02753664170567244,6,300,binary,ok
0.1978709268157105,0.5294163253704722,2,rf,0.021820899877937547,11,300,binary,ok
0.20124621791320363,0.5574889837614005,6,rf,0.016590788277385974,5,300,binary,ok
0.19879414308923715,0.6124671128680055,3,rf,0.03243101875616592,10,300,binary,ok
0.19896672486860867,0.5972343672470825,4,rf,0.012804168733367004,8,100,binary,ok
0.19707167125745795,0.5160065672085997,1,rf,0.025331839679266544,7,300,binary,ok
0.19831677883524002,0.5769137009213496,2,rf,0.014248477338643477,9,300,binary,ok
0.19930974826251424,0.6324320070635248,5,rf,0.04205943881723427,6,200,binary,ok
0.197359594803046,0.5364549300674364,3,rf,0.028632263469106058,7,150,binary,ok
0.20033056481765066,0.5214151834290394,2,rf,0.05244397535859715,5,500,binary,ok
0.19871954081476095,0.6043880962592021,6,rf,0.02048366055369559,17,300,binary,ok
0.19826567475025714,0.5648128882747433,7,rf,0.011037905036284823,26,300,binary,ok
0.19917135531707064,0.5879419608279356,4,rf,0.038748697557770544,10,100,binary,ok
0.19764841508894315,0.5001384638807302,2,rf,0.009600265055215187,8,300,binary,ok
0.20116960550433083,0.7776987299616233,1,rf,0.008069904789878752,13,300,binary,ok
0.20052864562540862,0.6932680624236915,3,rf,0.006670318573251638,24,200,binary,ok
0.20118169931556762,0.6187369575441584,16,rf,0.059200401498283844,9,150,binary,ok
0.20064256264391123,0.7097158675418349,4,rf,0.08208349422882223,11,300,binary,ok
0.19797985916722105,0.548044316766251,5,rf,0.06932253791164616,18,500,binary,ok
0.1993862347676124,0.6469472854736613,19,rf,0.011917003592000461,6,300,binary,ok
0.19787663259891908,0.5306388309063745,1,rf,0.018234212171299283,12,300,binary,ok
0.20403303910276194,0.9354583143638813,1,rf,0.032078061944414,21,100,binary,ok
0.2001571357698032,0.7238199020865228,8,rf,0.04661758805282829,7,300,binary,ok
0.20153926999616656,0.5739753504254848,3,rf,0.024076421948515527,5,300,binary,ok
0.19844919364513114,0.5098281570313439,5,rf,0.09152209983306785,8,200,binary,ok
0.196580466184213,0.5426281095603976,2,rf,0.008724105553571641,6,150,binary,ok
0.19778821645945532,0.5003840588879456,6,rf,0.01659856819379093,10,300,binary,ok
0.20157677112939199,0.7927144191188524,7,rf,0.0756002756044048,15,500,binary,ok
0.20180246695723092,0.5574899007778427,4,rf,0.0553549407709378,5,300,binary,ok
0.19822390752613217,0.5233769865459444,17,rf,0.03639675333068756,7,300,binary,ok
0.19844070260676128,0.6665478658940335,2,rf,0.007330056079849133,6,300,binary,ok
0.20377766585246826,0.8491231605745303,6,rf,0.02219795143529191,25,100,binary,ok
0.19893969109624088,0.5892331316265396,9,rf,0.09734933867201401,9,300,binary,ok
0.19876703065166434,0.6098226472135454,3,rf,0.029590685704381236,11,200,binary,ok
0.2000082944343431,0.5109211938865401,14,rf,0.004978085314166373,13,150,binary,ok
0.1996742173475129,0.63071980857075,4,rf,0.015185689108860473,12,300,binary,ok
0.19781806424926263,0.5708012920539919,1,rf,0.0401428941588911,8,500,binary,ok
0.19840849896695423,0.5405401462279641,5,rf,0.010172106994423676,14,300,binary,ok
0.19701288676958129,0.5525355020888182,2,rf,0.02002045341357719,7,300,binary,ok
0.2105519233139116,0.9681293843567103,3,rf,0.06271074234827878,5,100,binary,ok
0.19872270404569548,0.5985248611077189,7,rf,0.013871132480026213,20,300,binary,ok
0.1992965889271674,0.6244649940074182,11,rf,0.0268897445970787,10,300,binary,ok
0.19919398473770367,0.5273898667636379,12,rf,0.03398567107914236,16,200,binary,ok
0.198761269376857,0.5827194532340588,1,rf,0.005980236032586641,19,150,binary,ok
0.19939851475057369,0.5656086705991656,8,rf,0.012710135567729092,9,300,binary,ok
